	Protein IDs	1	5	8	11	13	22
734	CHEK2|chek2.L|gene45888|rna90455	12151.25	12091.0	11103.25	18148.0	11293.0	11826.0
735	CHERP|cherp.S|gene12049|rna35002;CHERP|cherp.L|gene5737|rna16790	38328.5	22935.5	42791.0	41812.0	85571.0	84527.0
736	CHID1|chid1.L|gene15609|rna45577	35025.5	0.0	35753.0	0.0	83550.0	62042.0
737	CHM|chm.L|gene34395|rna73953	8032.5	10754.8	5800.75	15849.0	0.0	0.0
738	CHMP1A|LOC108704814|gene45397|rna89750;CHMP1A|chmp1a.S|gene19360|rna56566	85432.75	59011.5	86849.5	93930.5	114190.0	105440.0
739	CHMP1B|chmp1b.S|gene1178|rna3430;CHMP1B|chmp1b.L|gene16911|rna49421	74321.5	30283.0	86793.25	41659.0	141170.0	151830.0
740	CHMP2A|chmp2a.S|gene3700|rna10777;CHMP2A|chmp2a.L|gene16513|rna48238	55738.5	33338.5	58720.75	52862.5	95936.0	92763.0
741	CHMP2B|chmp2b.L|gene18435|rna53843	39929.0	0.0	42377.5	0.0	91303.0	82473.0
742	CHMP2B|chmp2b.S|gene18180|rna53124	6385.25	12245.7	5287.25	18399.5	0.0	0.0
743	CHMP4B|chmp4b.S|gene19808|rna57856;CHMP4B|chmp4b.L|gene14321|rna41712;CHMP4C|chmp4c.S|gene20493|rna59850;CHMP4C|chmp4c.L|gene11551|rna33546	235830.0	141047.0	242185.0	192475.0	378410.0	406100.0
744	CHMP5|chmp5.S|gene4863|rna14204;CHMP5|chmp5.L|gene20427|rna59667	88074.0	30636.5	95797.75	45049.0	174300.0	194650.0
745	CHMP6|chmp6.L|gene2428|rna7071;CHMP6|chmp6.S|gene6541|rna19144	4279.725	7239.25	4023.2	12032.6	0.0	0.0
746	CHMP7|chmp7.L|gene39173|rna80678	6916.0	12236.25	7110.25	15847.0	0.0	0.0
747	CHN1|chn1.S|gene18001|rna52612	11631.675	2037.9	13019.7	3385.8	25470.0	23232.0
748	CHORDC1|chordc1.S|gene48611|rna94244	86004.5	13560.05	93005.25	19459.0	220210.0	221950.0
749	CHP1|chp1.L|gene6121|rna17897	26692.975	5977.65	27637.7	9045.65	70322.0	72123.0
750	CHTF18|chtf18.L|gene40009|rna81824	1471.0	1873.8	957.775	1738.4499999999998	0.0	0.0
751	CHTOP|chtop.S|gene49964|rna96207;CHTOP|chtop.L|gene14451|rna42074	11642.0	0.0	18449.0	0.0	80292.0	89298.0
752	CHUK|chuk.S|gene2111|rna6137	2596.125	4272.65	2157.025	5979.0	0.0	0.0
753	CHURC1|churc1.S|gene46387|rna91121	2962.7	5202.35	2488.225	8039.45	0.0	0.0
754	CIAO1|ciao1.L|gene1219|rna3550	7166.625	2892.05	8067.1	3546.4	14213.0	14317.0
755	CIAO1|ciao1.S|gene19468|rna56904	5417.5	0.0	6234.0	0.0	14126.0	14156.0
756	CIAPIN1|ciapin1.L|gene7935|rna23144	579847.5	366030.0	607287.5	572765.0	966600.0	930120.0
757	CIRBP|cirbp.L|gene4142|rna12062	880035.0	572920.0	950857.5	920780.0	1872900.0	2361300.0
758	CIRBP|cirbp.S|gene780|rna2274	843137.5	484170.0	853017.5	679325.0	1518700.0	1575300.0
759	CISD1|cisd1.L|gene47273|rna92356	10236.75	20857.5	11449.25	31197.5	0.0	0.0
760	CISD1|cisd1.S|gene12455|rna36208	233380.0	166225.0	274232.5	249055.0	451580.0	754660.0
761	CISD2|cisd2.S|gene49228|rna95122;CISD2|cisd2.L|gene35465|rna75445	231437.5	157375.0	237027.5	220665.0	354480.0	317820.0
762	CISD3|cisd3.L|gene9889|rna28749	134390.25	57132.0	156826.0	85395.0	296830.0	219010.0
763	CIT|cit.L|gene5814|rna17014;CIT|cit.S|gene3426|rna9971	9364.025	7864.3	9651.5	9513.35	9589.5	6259.8
764	CKAP5|ckap5.L|gene19906|rna58131	88448.0	67992.5	86557.25	78921.5	94992.0	89564.0
765	CKAP5|ckap5.S|gene10478|rna30441	32113.5	36979.0	32290.0	42342.0	23991.0	23573.0
766	CKB|ckb.L|gene46498|rna91295;CKM|ckm.S|gene12094|rna35131	1377935.0	422725.0	1438190.0	575765.0	2732100.0	2494300.0
767	CKB|ckb.S|gene20304|rna59291	964457.5	477430.0	1038247.5	623430.0	1804500.0	1639200.0
768	CLASP1|clasp1.L|gene17760|rna51911;CLASP1|clasp1.S|gene8389|rna24426	5712.0	10146.85	5129.75	15568.0	0.0	0.0
769	CLCC1|clcc1.L|gene10817|rna31438;CLCC1|clcc1.S|gene44742|rna88793	1819.1750000000002	3182.4	1468.625	3397.55	0.0	0.0
770	CLDN6|cldn6.1.L|gene15072|rna43984;CLDN3|LOC108709321|gene49133|rna94986	4106.725	7161.9	2799.2749999999996	8690.5	0.0	0.0
771	CLDN6|cldn6.2.L|gene16552|rna48357;CLDN6|cldn6.1.S|gene2223|rna6460	84358.75	62242.5	101819.75	127445.0	204770.0	200660.0
772	CLDN6|cldn6.2.S|gene16082|rna47008	0.0	0.0	0.0	0.0	0.0	0.0
773	CLIC1|clic1.L|gene6592|rna19295;CLIC6|clic6.S|gene18211|rna53206	163910.25	81479.0	169594.75	122150.0	282960.0	270380.0
774	CLIC1|clic1.S|gene17757|rna51906	251602.5	214380.0	293470.0	298030.0	423540.0	400290.0
775	CLINT1|clint1.L|gene37447|rna78172	2389.65	0.0	2852.35	0.0	7456.2	6883.7
776	CLINT1|clint1.S|gene18199|rna53171	13059.775	7395.6	17426.4	13954.5	32756.0	43558.0
777	CLIP1|clip1.L|gene46437|rna91207	2016.8	3030.5	1575.875	4086.25	0.0	0.0
778	CLIP1|clip1.S|gene12507|rna36378	40074.0	23456.0	42102.5	31662.5	63220.0	57768.0
779	CLNS1A|clns1a|gene1709|rna4972;CLNS1A|LOC108696418|gene38685|rna79936	262640.0	157160.0	270345.0	199185.0	409960.0	376100.0
780	CLPB|clpb.L|gene18723|rna54656	2933.5	4287.35	2439.9750000000004	7129.7	0.0	0.0
781	CLPP|clpp.L|gene17678|rna51670	17424.5	15363.5	16498.0	25951.0	18880.0	18680.0
782	CLPX|clpx.L|gene15050|rna43914;CLPX|clpx.S|gene17934|rna52431	61624.0	31693.5	68355.0	62393.0	159550.0	160170.0
783	CLSPN|clspn.S|gene19214|rna56135	154294.75	16607.0	177288.5	14326.0	298950.0	273360.0
784	CLTA|clta.S|gene8244|rna24003;CLTA|clta.L|gene17507|rna51130	28785.45	5003.1	31620.6	6807.9	69110.0	79632.0
785	CLTB|cltb.S|gene7019|rna20495	118946.25	71357.5	120951.0	104552.0	180270.0	182630.0
786	CLTC|cltc.L|gene880|rna2583	38718.5	21112.0	43178.25	27980.0	69801.0	76368.0
787	CLTC|cltc.S|gene17440|rna50939	27710.95	6025.8	33554.1	8454.099999999999	67645.0	81320.0
788	CLTC|cltcl1.L|gene6460|rna18901	0.0	0.0	0.0	0.0	0.0	0.0
789	CLYBL|clybl.L|gene50085|rna96380	193000.0	88609.0	170998.75	121410.0	235300.0	234180.0
790	CMAS|LOC108710695|gene50057|rna96340	2238.4	0.0	2986.1	0.0	7566.1	10357.0
791	CMC1|cmc1.L|gene7066|rna20632	36648.75	24123.0	39632.25	39683.5	71977.0	74323.0
792	CMPK1|cmpk1.S|gene13489|rna39242;CMPK1|LOC108714299|gene43680|rna87200	367345.0	174230.0	409057.5	235895.0	702920.0	691510.0
793	CNBP|cnbp.L|gene7924|rna23115	5029.725	2901.7	5823.55	4034.0	10432.0	14026.0
794	CNBP|LOC108704043|gene43580|rna87066	0.0	0.0	0.0	0.0	0.0	0.0
795	CNDP2|cndp2.L|gene14635|rna42653	830922.5	398380.0	830525.0	533055.0	1356500.0	1362700.0
796	CNDP2|cndp2.S|gene16971|rna49580	368720.0	190270.0	390420.0	267290.0	645240.0	640880.0
797	CNIH4|cnih4.S|gene2674|rna7762;CNIH4|cnih4.L|gene3189|rna9236	1322.25	0.0	1645.75	0.0	4256.7	3918.8
798	CNN3|cnn3.L|gene18444|rna53868;CNN3|cnn3.S|gene9528|rna27719	22041.0	5849.95	23745.425	9682.45	63810.0	79171.0
799	CNOT1|cnot1.S|gene8877|rna25841;CNOT1|cnot1.L|gene6913|rna20198	216810.0	179470.0	214470.0	238350.0	269450.0	284490.0
800	CNOT2|cnot2.S|gene20475|rna59795;CNOT2|cnot2.L|gene12874|rna37423	16652.0	9284.65	16704.9	13544.5	24405.0	25059.0
801	CNOT3|cnot3.L|gene19366|rna56585	6833.6	6544.549999999999	6144.825000000001	6218.950000000001	8877.6	7439.9
802	CNOT3|cnot3.S|gene18508|rna54050	3430.9	0.0	3418.05	0.0	8078.1	9063.2
803	CNOT6L|cnot6l.S|gene44419|rna88320;CNOT6L|cnot6l.L|gene16982|rna49613	15162.75	15992.0	19496.0	31777.0	33384.0	34628.0
804	CNOT8|cnot8.S|gene19482|rna56936;CNOT8|cnot8.L|gene14222|rna41431	29319.425	2929.8	33355.25	3688.7000000000003	81275.0	83356.0
805	CNP|cnp.L|gene43026|rna86211;CNP|cnp.S|gene14097|rna41061	2894.3	3766.75	2275.8	7470.5	0.0	0.0
806	CNPY2|cnpy1.L|gene13533|rna39382;CNPY2|cnpy1.S|gene19260|rna56261	122840.0	111564.0	124630.0	188200.0	144420.0	166230.0
807	CNPY2|cnpy2.L|gene10798|rna31390	88054.75	42256.0	89958.25	62391.5	183320.0	158960.0
808	CNPY2|cnpy2.S|gene3931|rna11462	76351.75	37248.5	81517.5	53770.5	163720.0	145240.0
809	CNPY3|cnpy3.L|gene9493|rna27611	82852.75	45929.5	92606.25	63953.0	181450.0	170320.0
810	COA3|ccdc56.L|gene7142|rna20848	65144.5	37292.5	67845.25	46542.5	103040.0	100450.0
811	COA5|LOC108709722|gene35368|rna75331	7003.0	0.0	7632.0	0.0	19669.0	17458.0
812	COBRA1|nelfb.L|gene37569|rna78328	30646.75	23658.0	36679.0	39766.5	51413.0	50732.0
813	COG2|LOC108717859|gene43444|rna86844	9440.65	2540.0	10138.25	4169.1	19585.0	18929.0
814	COG3|LOC108708525|gene44213|rna88008;COG3|cog3.S|gene8326|rna24239	11882.75	9735.55	10472.75	16327.0	10772.0	12104.0
815	COG4|LOC108714149|gene41297|rna83696	1454.375	2257.95	697.925	1751.2	0.0	0.0
816	COG6|cog6.L|gene17922|rna52385;COG6|MGC68662|gene44864|rna88972	8174.25	10478.6	7652.55	16600.0	3559.6	3755.3
817	COIL|coil.L|gene13145|rna38208	58471.0	42918.0	65739.25	74467.5	96570.0	67937.0
818	COL16A1|col16a1.L|gene4484|rna13084	19571.5	0.0	28836.0	0.0	50474.0	46367.0
819	COL4A1|LOC108709739|gene36735|rna77177;COL4A1|col4a1.S|gene29891|rna69403	85415.0	0.0	97915.0	0.0	207530.0	170310.0
820	COL4A3BP|col4a3bp.L|gene14818|rna43228;COL4A3BP|col4a3bp.S|gene20247|rna59111	38303.5	20018.5	42041.25	30740.0	72228.0	72821.0
821	COMMD1|commd1.L|gene16698|rna48800	3479.4500000000003	505.17	2603.3625	1440.15	6506.3	5878.5
822	COMMD10|commd10.L|gene19649|rna57423	0.0	0.0	0.0	0.0	0.0	0.0
823	COMMD6|commd6.S|gene6692|rna19590	4964.724999999999	8485.4	5548.125	11201.0	2874.6	2058.0
824	COMMD7|commd7.S|gene9335|rna27139	48900.0	37717.0	50197.5	53124.5	63257.0	52657.0
825	COMMD9|commd9.L|gene37202|rna77859	79534.75	58745.5	86277.5	87101.5	126510.0	120390.0
826	COMT|comt.L|gene12527|rna36430	0.0	0.0	0.0	0.0	0.0	0.0
827	COMT|MGC84460|gene47715|rna92955	6530.305	1474.65	7574.5	1239.52	17982.0	16965.0
828	CON__ENSEMBL:ENSBTAP00000032840	97191.0	30502.5	133202.75	43322.0	201620.0	191150.0
829	CON__P02533;KRT17|krt17.L|gene10096|rna29352;KRT17|krt17.S|gene7302|rna21304;CON__Q9Z2K1;CON__Q3ZAW8;CON__Q61782;CON__Q9D312	5704.95	5663.85	3355.375	8351.45	0.0	0.0
830	CON__P02538;CON__O95678;KRT75|LOC108707560|gene46897|rna91859	0.0	0.0	0.0	0.0	0.0	0.0
831	CON__P02768-1	0.0	0.0	0.0	0.0	0.0	0.0
832	CON__P02769	18064.5	0.0	10107.5	0.0	23675.0	24147.0
833	CON__P04259	0.0	0.0	0.0	0.0	0.0	0.0
834	CON__P04264;CON__H-INV:HIT000016045;KRT75|LOC108709005|gene11696|rna33987;KRT75|LOC108707559|gene50532|rna97069;KRT75|LOC108709004|gene42789|rna85842;KRT75|LOC108707558|gene39710|rna81391	670500.0	213760.0	785735.0	286720.0	816100.0	666190.0
835	CON__P07477	253795.0	108943.5	249905.0	145005.0	410330.0	417790.0
836	CON__P08727;CON__P19001;CON__P05784;CON__Q8N1A0;KRT17|LOC108702170|gene41389|rna83795;CON__A2A5Y0;CON__Q14532;CON__O76015;CON__O76013;CON__O76014;CON__REFSEQ:XP_986630;KRT17|LOC108701752|gene43096|rna86316	1398.375	2683.2	1382.35	2561.35	0.0	0.0
837	CON__P08779	0.0	0.0	0.0	0.0	0.0	0.0
838	CON__P12035;KRT6C|krt5.1.L|gene37103|rna77713;KRT5|krt79.S|gene4070|rna11847;KRT4|krt79.L|gene5445|rna15962;KRT5|LOC108709908|gene41033|rna83298;KRT6B|LOC108709134|gene15171|rna44295;KRT6A|krt6.L|gene8811|rna25664;KRT5|krt5.4.L|gene12403|rna36065	0.0	0.0	0.0	0.0	0.0	0.0
839	CON__P13645;CON__Q7Z3Z0;CON__Q2M2I5;CON__Q7Z3Y9;KRT24|xak-b.L|gene13932|rna40565	585212.5	272985.0	544925.0	329595.0	884910.0	748790.0
840	CON__P13646-1	0.0	0.0	0.0	0.0	0.0	0.0
841	CON__P13647;CON__Q8VED5;CON__Q5XKE5;KRT6A|krt5.6.S|gene1393|rna4078;KRT5|krt5.6.L|gene13454|rna39153;CON__Q9NSB2;CON__Q6ISB0;CON__Q61726;CON__O43790;CON__Q6NT21;CON__P78385;CON__Q14533;CON__P78386	53182.25	31684.5	46541.5	42515.0	44581.0	35565.0
842	CON__P19012	0.0	0.0	0.0	0.0	0.0	0.0
843	CON__P19013	0.0	0.0	0.0	0.0	0.0	0.0
844	CON__P35527	520062.5	247920.0	495535.0	348320.0	315440.0	250880.0
845	CON__P35908;CON__Q9R0H5;KRT75|krt5.2.L|gene38395|rna79524;KRT5|krt5.2.L|gene24983|rna64480;CON__Q6IME9;CON__Q3SY84	208404.5	88937.5	159041.25	107466.5	244390.0	240160.0
846	CON__P62894	0.0	0.0	0.0	0.0	0.0	0.0
847	CON__Q01546;KRT5|LOC108709909|gene35892|rna76019	0.0	0.0	0.0	0.0	0.0	0.0
848	CON__Q04695;CON__Q9QWL7	11713.0	0.0	8193.5	0.0	14507.0	15166.0
849	CON__Q3MHH8;AMY2A|amy2a.L|gene18838|rna54988;AMY2A|LOC108715693|gene46110|rna90740	0.0	0.0	0.0	0.0	0.0	0.0
850	CON__Q8N1N4-2;CON__Q7RTT2	0.0	0.0	0.0	0.0	0.0	0.0
851	CON__Q7Z794	57637.75	10714.5	66401.0	13839.0	119920.0	92675.0
852	COPA|copa.L|gene12732|rna36999	154220.0	91641.5	149037.25	140790.0	233870.0	243770.0
853	COPA|LOC108700372|gene36880|rna77403	19898.0	0.0	19886.5	0.0	54618.0	63212.0
854	COPB1|copb1.S|gene4446|rna12972;COPB1|copb1.L|gene18095|rna52887	371490.0	141560.0	334152.5	201855.0	596500.0	667350.0
855	COPB2|copb2.L|gene4852|rna14173	20036.0	19668.5	24414.75	25412.5	17477.0	23261.0
856	COPB2|copb2.S|gene7289|rna21268	809.25	1474.8	815.5250000000001	3068.9	0.0	0.0
857	COPE|cope.L|gene10574|rna30725	27588.5	24569.0	22840.0	35964.0	26182.0	29071.0
858	COPE|cope.S|gene5478|rna16052	4403.05	0.0	4454.7	0.0	11827.0	12035.0
859	COPG1|copg1.L|gene17941|rna52451	90983.0	18414.5	75531.25	27518.5	157410.0	177140.0
860	COPG1|copg1.S|gene7388|rna21547	32174.0	30704.0	27246.5	45932.5	25389.0	27545.0
861	COPG1|copg2.S|gene8812|rna25665	14831.9	6172.049999999999	15676.75	9206.0	30689.0	31321.0
862	COPS2|cops2.S|gene10403|rna30236	34934.0	0.0	38737.0	0.0	77191.0	70347.0
863	COPS3|cops3.L|gene13754|rna40015	34504.0	29366.0	39733.5	40255.0	59602.0	57604.0
864	COPS3|cops3.S|gene190|rna537	107592.0	63758.5	117513.75	92071.0	181180.0	166930.0
865	COPS4|cops4.L|gene5240|rna15333	442695.0	276060.0	462002.5	376980.0	684730.0	644230.0
866	COPS5|LOC108719283|gene42527|rna85477	101236.0	55234.0	107253.5	71146.5	181010.0	169690.0
867	COPS6|cops6.S|gene39481|rna81076	319637.5	143480.0	292640.0	183525.0	467440.0	435300.0
868	COPS7B|cops7b.L|gene8657|rna25201	1214.375	1782.3400000000001	846.325	3944.5	0.0	0.0
869	COPS7B|cops7b.S|gene9146|rna26588	14501.7	4730.9	14645.95	6226.75	29313.0	27368.0
870	COPS8|cops8.L|gene20355|rna59452	21260.25	11539.9	22538.25	16607.5	39535.0	37592.0
871	COPS8|cops8.S|gene18429|rna53829	42918.75	18619.0	44710.75	22769.0	76608.0	77161.0
872	COPZ1|copz1-b|gene40801|rna82958;COPZ1|copz1.L|gene6568|rna19228	92679.0	97702.0	85194.5	133820.0	79742.0	83690.0
873	COQ10B|coq10a.L|gene11425|rna33221;COQ10A|coq10a.S|gene4321|rna12606	2952.65	2302.65	3200.775	3044.4	4908.1	4832.1
874	COQ3|coq3.L|gene18649|rna54441	215385.0	133410.0	219110.0	179100.0	343110.0	335630.0
875	COQ4|coq4.L|gene5398|rna15827	42001.0	13696.0	45774.25	18777.0	91109.0	87131.0
876	COQ5|coq5.L|gene15989|rna46742	58540.5	48372.5	64168.5	73207.5	83136.0	77870.0
877	COQ6|coq6.L|gene11460|rna33308	58130.25	50583.0	60273.75	66525.5	78439.0	68811.0
878	COQ6|coq6.S|gene4677|rna13660	61229.0	69148.0	58605.5	82908.0	41543.0	35580.0
879	COQ7|coq7.L|gene6485|rna18973	74221.25	30807.0	78666.75	49486.5	192510.0	138680.0
880	COQ9|coq9.L|gene6343|rna18561	8471.0	0.0	9634.0	0.0	19735.0	19794.0
881	COQ9|coq9.S|gene46175|rna90819	25212.0	11391.8	23356.5	15316.0	45255.0	46998.0
882	CORO1C|coro1c.L|gene39325|rna80867;CORO1A|coro6.1.L|gene18164|rna53082;CORO1A|coro1a.L|gene16117|rna47121	120709.5	16070.0	131559.5	20313.0	277780.0	302010.0
883	CORO1C|coro1c.S|gene7552|rna22003	57839.5	63114.5	65223.5	72122.5	93251.0	85660.0
884	CORO7|LOC108701637|gene42460|rna85377	144515.25	77724.0	160356.5	109932.5	242900.0	255610.0
885	COTL1|LOC108715434|gene40593|rna82667;COTL1|cotl1.L|gene44958|rna89109	140799.275	8650.85	148633.2	11191.0	318030.0	325770.0
886	COX14|cox14.L|gene19278|rna56317	64400.75	43826.5	60668.0	61100.0	80125.0	66783.0
887	COX15|cox15.S|gene9246|rna26849	70728.0	48391.0	70768.25	66970.5	99089.0	87700.0
888	COX20|cox20.L|gene441|rna1279	61065.25	57024.0	57965.75	94549.5	55503.0	53128.0
889	COX4I1|LOC108719104|gene824|rna2402	2737.7250000000004	4754.45	2442.825	6021.45	0.0	0.0
890	COX4I1|MGC85216|gene42990|rna86166	2599.3500000000004	2635.2	2820.5249999999996	3347.05	4917.3	6820.2
891	COX4I2|cox4i2.S|gene16626|rna48574	106974.0	61881.5	114211.5	88708.5	187580.0	153170.0
892	COX5A|cox5a.S|gene12184|rna35397;COX5A|cox5a.L|gene1107|rna3217	988510.0	584765.0	1052772.5	870375.0	1655300.0	1455000.0
893	COX5B|cox5b.2.L|gene20163|rna58838	211792.5	121021.0	246632.5	156725.0	376180.0	345940.0
894	COX6A1P2|cox6a1.L|gene11977|rna34791	129425.0	0.0	145145.0	0.0	299870.0	266810.0
895	COX6B1|cox6b1.L|gene6544|rna19157;COX6B1|cox6b1.S|gene43903|rna87548	943502.5	611030.0	1025260.0	910980.0	1604100.0	1333300.0
896	COX6B1|cox6b1.S|gene2454|rna7142	15681.0	0.0	15317.0	0.0	38139.0	27126.0
897	COX6C||gene46031|rna90638	207157.5	206955.0	224037.5	324495.0	232350.0	211080.0
898	COX6C|cox6c.L|gene3317|rna9624	54106.0	64450.5	60329.5	90911.0	53584.0	44742.0
899	COX7A2|cox7a2.S|gene18434|rna53841;COX7A2|cox7a2.L|gene11536|rna33497	253102.5	162135.0	260170.0	211765.0	387810.0	327860.0
900	COX7C|cox7c.S|gene7867|rna22947;COX7C|cox7c.L|gene20239|rna59084	107583.0	69910.5	112058.5	97313.5	157630.0	204090.0
901	CP|LOC108717079|gene39902|rna81684	33421.25	9384.35	34058.35	10198.2	55665.0	57166.0
902	CPD|cpd.L|gene20211|rna58999;CPD|LOC108708851|gene47127|rna92154	37355.075	6904.55	37115.6	9440.15	83570.0	88739.0
903	CPNE1|cpne1.L|gene8848|rna25773;CPNE9|LOC108713588|gene44572|rna88551;CPNE5|LOC108708155|gene49364|rna95304;CPNE2|cpne2.S|gene20540|rna59965;CPNE4|LOC108719987|gene43735|rna87265;CPNE4|cpne7.S|gene10445|rna30354;CPNE4|cpne4.L|gene6791|rna19879;CPNE8|cpne8.S|gene1953|rna5684;CPNE8|cpne8.L|gene7890|rna23019	922757.5	451065.0	931365.0	586335.0	1658700.0	1654300.0
904	CPNE1|cpne1.S|gene20331|rna59383	1007062.5	683010.0	1083235.0	922050.0	1629800.0	1644500.0
905	CPNE3|LOC108695374|gene47951|rna93309;CPNE3|cpne3.L|gene12145|rna35291	100473.5	33790.0	114134.0	53536.5	194790.0	210910.0
906	CPOX|LOC108707428|gene40370|rna82336	91525.5	24086.0	99408.25	37074.0	200120.0	178380.0
907	CPPED1|cpped1.L|gene18094|rna52881	29131.75	9836.9	29615.0	15918.0	52267.0	62507.0
908	CPQ|cpq.L|gene16307|rna47622	7365.075	4351.5	6339.900000000001	5372.8	11064.0	10441.0
909	CPSF1|LOC108719780|gene40332|rna82290;CPSF1|LOC108706067|gene7160|rna20894;CPSF1|cpsf1.L|gene37860|rna78735	69689.0	59896.0	71145.25	74515.5	75744.0	69920.0
910	CPSF2|cpsf2.S|gene46940|rna91919;CPSF2|cpsf2.L|gene18711|rna54614	47059.5	51707.5	51681.5	65930.0	47160.0	41637.0
911	CPSF3|cpsf3.S|gene18361|rna53640	3898.3	6430.299999999999	3544.25	8488.9	0.0	0.0
912	CPSF4|cpsf4.S|gene15328|rna44737	5773.525	2122.45	4925.075000000001	4881.5	9783.2	9570.2
913	CPSF6|LOC733279|gene40718|rna82851;CPSF6|cpsf6.S|gene15401|rna44945	11014.5	0.0	14208.0	0.0	43956.0	48970.0
914	CPT1A|cpt1a.L|gene8658|rna25205;CPT1A|LOC108715191|gene13965|rna40648;CPT1A|LOC108713843|gene15794|rna46135	6648.0	0.0	7799.5	0.0	14692.0	20959.0
915	CPT1A|cpt1a.S|gene14941|rna43611	13427.7	14814.0	12802.35	18320.5	10637.0	8733.5
916	CPT2|cpt2.S|gene1806|rna5262;CPT2|cpt2.L|gene16036|rna46870	757540.0	551400.0	843445.0	731970.0	1284000.0	1162500.0
917	CPVL|cpvl.L|gene18005|rna52621;CPVL|LOC108719684|gene37031|rna77613	395345.0	241925.0	389695.0	313295.0	586610.0	583100.0
918	CRABP2|LOC108700362|gene35169|rna75013;CRABP2|crabp2.L|gene12387|rna36021	8101.0	0.0	7393.0	0.0	36548.0	87270.0
919	CRAT|crat.1.L|gene17659|rna51608	34856.5	19233.5	36069.0	23751.5	53182.0	44044.0
920	CRAT|crat.2.L|gene19324|rna56449	181301.25	69837.0	183657.0	107220.0	329520.0	297360.0
921	CRAT|crat.2.S|gene1104|rna3210	207970.25	44838.0	213335.75	57098.0	452290.0	393420.0
922	CRBN|LOC108715846|gene34772|rna74449;CRBN|crbn.L|gene5504|rna16119	4604.1	0.0	4703.1	0.0	10818.0	9068.8
923	CREB1|creb1.S|gene15839|rna46276	1502.75	0.0	2308.35	0.0	5115.8	7066.4
924	CRELD2|creld2.L|gene4030|rna11717	2025.0	0.0	2198.75	0.0	6776.3	5554.5
925	CRELD2|creld2.S|gene5467|rna16025	25127.25	12312.4	27932.0	17284.0	50443.0	44455.0
926	CRIP3|LOC108717657|gene36300|rna76574	680.425	1534.25	604.25	1360.4	0.0	0.0
927	CRK|crk.L|gene5881|rna17218	6569.25	9619.6	5676.0	14630.0	0.0	0.0
928	CRK|LOC108709342|gene50332|rna96774	15400.75	14194.0	14986.25	18663.5	21729.0	29229.0
929	CRKL|crkl.L|gene11346|rna32986	3953.375	1530.055	5697.150000000001	6001.7	22232.0	21704.0
930	CRKL|crkl.S|gene6534|rna19117	2026.1775	1537.15	2574.5525	3486.7	7845.9	9375.9
931	CRNKL1|crnkl1.S|gene17279|rna50422;CRNKL1|crnkl1.L|gene11715|rna34036	22577.0	23099.5	25305.75	32417.5	32104.0	29637.0
932	CRP|LOC108699000|gene18216|rna53217	273725.0	181565.0	225337.5	270710.0	260250.0	264470.0
933	CRP|LOC108699321|gene16123|rna47136	466010.0	186980.0	412017.5	281280.0	648270.0	752360.0
934	CRYL1|cryl1.L|gene10673|rna31011;CRYL1|LOC108709973|gene50247|rna96645	29323.75	9247.9	28916.5	15598.0	49556.0	49451.0
935	CRYZ|cryz.L|gene2522|rna7343	6576.775	2251.3	6191.4	3005.9	10511.0	9962.5
936	CRYZL1|cryzl1.L|gene15290|rna44634	242918.0	84116.5	278278.25	114163.5	508990.0	478720.0
937	CS|cs.S|gene11895|rna34545;CS|cs.L|gene45463|rna89836	438822.5	316475.0	480557.5	451385.0	741820.0	780640.0
938	CSDE1|csde1.L|gene16932|rna49475	86227.25	38366.0	100591.0	59677.0	194230.0	211670.0
939	CSDE1|csde1.S|gene18464|rna53923	16668.0	17729.0	15632.75	27855.5	17388.0	17505.0
940	CSE1L|cse1l.L|gene18548|rna54157	124351.5	70294.0	153983.75	88929.0	303920.0	307840.0
941	CSE1L|cse1l.S|gene2019|rna5867	768902.5	363725.0	835980.0	504460.0	1400300.0	1447300.0
942	CSK|csk.S|gene11035|rna32090;CSK|csk.L|gene7365|rna21492	57549.5	24488.5	63083.25	41389.5	113860.0	115110.0
943	CSNK1A1|csnk1a1|gene45503|rna89897;CSNK1A1|csnk1a1.L|gene763|rna2221	12754.35	11190.95	20258.75	16565.5	41519.0	27553.0
944	CSNK1E|csnk1e.S|gene6966|rna20341;CSNK1E|csnk1e.L|gene2337|rna6801;CSNK1D|csnk1d.S|gene36656|rna77076;CSNK1D|csnk1d.L|gene17599|rna51421	35831.75	28467.5	37523.25	41735.5	46680.0	41600.0
945	CSNK2A1|csnk2a1.S|gene49548|rna95570;CSNK2A1|csnk2a1.L|gene4060|rna11818	156718.25	77954.0	196457.25	96175.0	295040.0	263070.0
946	CSNK2A2|csnk2a2.L|gene3815|rna11122	16753.9	7221.75	15937.675	7666.200000000001	24128.0	15945.0
947	CSNK2A2|csnk2a2.S|gene11568|rna33596	13916.275	8700.5	13915.65	9690.05	15250.0	12291.0
948	CSNK2B|csnk2b.S|gene1581|rna4617;CSNK2B|csnk2b.L|gene12702|rna36896	68258.0	42269.0	73433.25	52504.5	99194.0	68917.0
949	CSRP2|csrp2.L|gene38000|rna78992	183404.5	56471.0	187788.0	76018.0	330860.0	288960.0
950	CSRP2|csrp2.S|gene20457|rna59749	85800.0	15568.5	107413.25	20669.5	217880.0	180300.0
951	CSRP2BP|kat14.L|gene19037|rna55562	0.0	0.0	0.0	0.0	0.0	0.0
